Z      N      A      Binding_Energy_(MeV)    Q20_T          Q30_T          fileID                Convergence    
110    202    312    -2143.48727             58.125231      0.060838       blockblock8-016650    YES            
110    204    314    -2148.638333            57.453818      0.008361       blockblock8-016680    YES            
110    206    316    -2154.536652            41.489977      0.001405       blockblock8-016749    YES            
110    208    318    -2160.335323            40.562304      -1e-06         blockblock8-016809    YES            
110    210    320    -2165.600267            40.343319      -0.000106      blockblock8-016884    YES            
110    212    322    -2170.439851            40.523221      0.001632       blockblock8-016974    YES            
110    214    324    -2175.108652            40.914224      0.000125       blockblock8-017034    YES            
110    216    326    -2179.73218             41.425383      -0.000107      blockblock8-017109    YES            
110    218    328    -2184.282751            41.901349      -0.004069      blockblock8-017199    YES            
110    220    330    -2188.244593            41.989311      5.2e-05        blockblock8-017259    YES            
110    222    332    -2191.192803            41.65065       -0.000209      blockblock8-017334    YES            
110    224    334    -2193.67703             41.099455      -5.4e-05       blockblock8-017409    YES            
110    226    336    -2196.143167            40.597695      0.001798       blockblock8-017499    YES            
110    228    338    -2198.619042            40.157644      -0.000104      blockblock8-017559    YES            
110    230    340    -2201.063978            39.815476      -0.004433      blockblock8-017649    YES            
110    232    342    -2202.937726            39.310696      -0.001909      blockblock8-017724    YES            
110    234    344    -2203.664406            38.225857      -0.002815      blockblock8-017788    YES            
110    236    346    -2203.87611             36.46545       -0.002266      blockblock8-017863    YES            
110    238    348    -2204.067783            34.142624      -0.001703      blockblock8-017938    YES            
