Z      N      A      Energy_new(MeV)     Energy_old(MeV)     Energy_diff(MeV)    beta2_new    beta2_old    beta3_new    fileID    
114    188    302    -2134.982598        -2135.020297        0.037699            0.42687      0.425495     5.4e-05      11415     
114    190    304    -2144.675194        -2144.728731        0.053537            0.414843     0.413700     3.4e-05      11490     
114    192    306    -2154.182243        -2154.243622        0.061379            0.405923     0.404924     -0.000483    11565     
114    194    308    -2163.382802        -2163.434437        0.051635            0.39858      0.397891     -0.0         11637     
114    196    310    -2172.146306        -2172.197763        0.051457            0.391644     0.390886     -3.6e-05     11712     
114    198    312    -2180.488102        -2180.546534        0.058432            0.383914     0.383019     4.6e-05      11787     
114    200    314    -2188.426694        -2188.484561        0.057867            0.376433     0.375340     2.4e-05      11862     
114    202    316    -2195.893668        -2196.005299        0.111631            0.294095     0.364337     -9e-06       11934     
114    204    318    -2203.668959        -2203.788755        0.119796            0.283252     0.282738     6e-06        12009     
114    206    320    -2211.187234        -2211.306178        0.118944            0.271104     0.270615     -0.0         12084     
114    208    322    -2218.497597        -2218.622849        0.125252            0.260862     0.260427     1e-06        12159     
114    210    324    -2225.480132        -2225.671948        0.191816            0.254371     0.253327     -3.3e-05     12240     
114    212    326    -2232.189201        -2232.392335        0.203134            0.249734     0.248833     -7e-06       12315     
114    214    328    -2238.555441        -2238.76027         0.204829            0.246862     0.246121     2.4e-05      12390     
114    216    330    -2244.683635        -2244.810174        0.126539            0.244282     0.243900     -3.6e-05     12474     
114    218    332    -2250.430349        -2250.557024        0.126675            0.240911     0.240525     0.00012      12549     
114    220    334    -2255.838129        -2255.969085        0.130956            0.234962     0.234594     1e-06        12609     
114    222    336    -2260.894332        -2261.024911        0.130579            0.22587      0.225560     1.5e-05      12699     
114    224    338    -2265.648466        -2265.78491         0.136444            0.214834     0.214627     4e-06        12759     
114    226    340    -2270.224936        -2270.358551        0.133615            0.205025     0.204882     1e-06        12834     
114    228    342    -2274.661566        -2274.792746        0.13118             0.197654     0.197535     1e-06        12909     
114    230    344    -2278.891519        -2279.020227        0.128708            0.191873     0.191706     -0.000244    12990     
114    232    346    -2282.776135        -2282.899043        0.122908            0.1857       0.185595     0.000432     13079     
114    234    348    -2286.257164        -2286.37424         0.117076            0.178474     0.178357     9e-06        13139     
114    236    350    -2289.300409        -2289.432389        0.13198             0.169919     0.170058     -1.7e-05     13213     
114    238    352    -2292.02984         -2292.152164        0.122324            0.159961     0.160205     -1.1e-05     13288     
114    240    354    -2294.56308         -2294.686533        0.123453            0.152426     0.147739     0.025872     13392     
114    242    356    -2297.078478        -2297.192325        0.113847            0.138719     0.134676     0.022219     13482     
114    244    358    -2299.40844         -2299.511154        0.102714            0.127158     0.124414     0.017376     13542     
114    246    360    -2301.353661        -2301.458055        0.104394            0.11293      0.112804     0.008421     13602     
114    248    362    -2303.568935        -2303.569065        0.00013             -0.091898    -0.092753    2.1e-05      13716     
114    250    364    -2305.795809        -2305.775995        -0.019814           -0.073544    -0.074556    -6e-06       13791     
114    252    366    -2307.899782        -2307.853238        -0.046544           -0.046428    -0.047972    1.6e-05      13866     
114    254    368    -2310.168566        -2310.091088        -0.077478           -0.001119    0.000001     0.000132     13911     
114    256    370    -2312.585511        -2312.488588        -0.096923           -0.000297    0.000001     0.0          13956     
114    258    372    -2314.06162         -2313.952746        -0.108874           8.3e-05      0.000000     9.5e-05      14046     
114    260    374    -2314.003805        -2313.912474        -0.091331           0.000406     0.000001     0.0          14106     
